effort_category,occupation,coins_earned,peer_category,bank_category,completed_games,started_games,session_time,games_last_90days,games_last_120days,games_last_150days,games_last_180days,games_last_210days,games_last_240days,games_last_270days,games_last_300days,games_last_330days,games_last_366days,angry_birds,cars,cricket,football,snooker,hockey,uninstalled_next_60d,age_rounded_closest_ten,fun_quotient
MEDIUM,Private Sector Service,0,tier ii,Scheduled Private Bank,6,14,2,0,1,3,0,2,0,0,0,0,0,0,0,3,3,0,0,1,20,2
MEDIUM,Business,120,tier iii,Scheduled PSU,24,154,2929,0,1,10,13,0,0,0,0,0,0,0,18,3,3,0,0,1,20,3
MEDIUM,0,1,tier ii,scheduled payments bank,6,10,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,23,53,45,9,1,0,1,0,0,0,0,0,0,0,0,1,22,0,0,0,20,2
LOW,Business,-97,tier ii,Scheduled PSU,37,125,2406,0,0,7,19,11,0,0,0,0,0,0,8,29,0,0,0,1,40,2
HIGH,Agriculturist,-6,tier iii,Scheduled Private Bank,36,87,569,6,9,6,3,9,0,0,0,0,0,0,6,12,18,0,0,1,20,2
MEDIUM,Private Sector Service,13,tier i,Scheduled PSU,5,12,238,1,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,61,132,1340,3,5,7,17,12,0,0,0,0,0,0,16,3,42,0,0,0,20,2
MEDIUM,Student,-1,tier iii,Scheduled PSU,35,54,15,7,7,8,3,0,0,0,0,0,0,0,0,1,34,0,0,0,20,2
MEDIUM,Private Sector Service,-3,tier iii,Scheduled Private Bank,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,2
MEDIUM,Private Sector Service,185,tier ii,Scheduled PSU,3,6,80,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,40,2
MEDIUM,Private Sector Service,-7,tier iii,Scheduled Private Bank,31,86,1228,0,0,8,13,9,0,0,0,0,0,0,0,23,8,0,0,1,20,2
MEDIUM,Government Service,-31,tier ii,Scheduled Private Bank,12,22,152,0,4,1,3,4,0,0,0,0,0,0,2,3,7,0,0,1,20,3
LOW,Business,-759,tier ii,Scheduled Private Bank,17,93,1590,0,0,0,4,13,0,0,0,0,0,0,0,17,0,0,0,1,20,2
MEDIUM,Agriculturist,-62,tier iii,Scheduled PSU,115,633,12177,10,20,22,15,14,0,0,0,0,0,0,76,35,4,0,0,0,20,2
MEDIUM,Government Service,0,tier ii,Scheduled PSU,11,15,3,3,3,0,0,4,0,0,0,0,0,0,0,1,10,0,0,1,20,2
MEDIUM,Private Sector Service,168,tier iii,Scheduled Private Bank,22,240,4539,0,0,1,17,4,0,0,0,0,0,0,7,15,0,0,0,1,20,3
MEDIUM,Private Sector Service,372,tier ii,Scheduled PSU,118,387,4947,26,22,13,19,16,0,0,0,0,0,0,3,45,70,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,9,13,2,0,0,0,3,6,0,0,0,0,0,0,0,2,7,0,0,1,20,2
MEDIUM,Private Sector Service,1,tier ii,Scheduled PSU,7,12,80,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,20,2
HIGH,0,-464,tier iii,Scheduled PSU,44,167,3000,0,4,11,14,7,0,0,0,0,0,0,0,32,12,0,0,0,20,1
MEDIUM,Government Service,12,tier iii,Scheduled PSU,51,185,2861,13,4,0,0,0,0,0,0,0,0,0,29,3,19,0,0,0,30,2
LOW,Private Sector Service,-322,tier iii,Scheduled Private Bank,28,40,180,5,6,6,3,4,0,0,0,0,0,0,0,4,24,0,0,1,30,4
MEDIUM,Private Sector Service,-66,tier iii,Scheduled Private Bank,95,377,6962,28,16,5,6,6,0,0,0,0,0,0,62,14,19,0,0,0,20,2
MEDIUM,Private Sector Service,1,tier ii,Scheduled PSU,6,12,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,1,20,2
MEDIUM,Student,328,tier iii,Scheduled Private Bank,17,130,2600,1,0,0,4,12,0,0,0,0,0,0,15,2,0,0,0,0,20,2
MEDIUM,0,0,tier iii,Scheduled Private Bank,3,4,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,1,20,2
MEDIUM,Private Sector Service,-22,tier i,Scheduled PSU,24,62,1160,0,12,12,0,0,0,0,0,0,0,0,18,2,4,0,0,0,20,2
LOW,Business,-40,tier iii,Scheduled PSU,53,200,3960,0,20,12,12,9,0,0,0,0,0,0,0,0,0,0,0,1,20,2
MEDIUM,Private Sector Service,-62,tier iii,Scheduled PSU,52,169,3285,0,4,14,16,3,0,0,0,0,0,0,0,52,0,0,0,1,30,2
MEDIUM,Private Sector Service,-391,tier ii,Scheduled PSU,5,117,2340,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,1,20,3
MEDIUM,Private Sector Service,0,tier ii,Scheduled PSU,14,28,2,1,0,1,4,1,0,0,0,0,0,0,0,3,11,0,0,1,30,2
MEDIUM,Private Sector Service,361,tier ii,Scheduled PSU,86,311,5190,19,30,15,14,4,0,0,0,0,0,0,42,11,33,0,0,1,20,3
MEDIUM,Private Sector Service,-3,tier iii,Scheduled Private Bank,3,27,288,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,20,3
MEDIUM,Student,0,tier ii,Scheduled PSU,8,14,123,2,1,0,0,1,0,0,0,0,0,0,4,1,2,1,0,1,20,2
MEDIUM,Business,-2728,tier iii,Scheduled PSU,7,28,560,0,0,0,0,7,0,0,0,0,0,0,6,1,0,0,0,1,20,3
MEDIUM,Business,-15,tier ii,Scheduled PSU,20,65,963,4,0,0,9,6,0,0,0,0,0,0,11,4,5,0,0,0,20,2
LOW,Private Sector Service,1,tier iii,Scheduled Private Bank,66,473,9208,2,2,1,2,0,0,0,0,0,0,0,55,1,10,0,0,0,20,4
LOW,Business,1,tier ii,Scheduled PSU,7,9,1,0,0,0,0,7,0,0,0,0,0,0,0,2,5,0,0,1,20,2
MEDIUM,Government Service,11,tier iii,Scheduled Private Bank,37,68,208,8,6,0,4,8,0,0,0,0,0,0,0,3,34,0,0,0,20,2
MEDIUM,Student,0,tier iii,Scheduled PSU,7,21,82,0,0,0,0,7,0,0,0,0,0,0,1,2,4,0,0,1,20,2
MEDIUM,Private Sector Service,567,tier iii,Scheduled Private Bank,99,220,2220,14,12,12,6,4,0,0,0,0,0,0,19,15,62,3,0,0,30,2
LOW,Professional,-2,tier iii,Scheduled PSU,6,22,32,0,0,1,0,3,0,0,0,0,0,0,0,6,0,0,0,1,20,2
MEDIUM,0,0,tier ii,Scheduled PSU,12,15,5,1,2,2,0,0,0,0,0,0,0,0,0,1,11,0,0,0,20,2
MEDIUM,Private Sector Service,54,tier iii,Scheduled Private Bank,52,289,5165,2,15,17,13,5,0,0,0,0,0,0,30,6,16,0,0,1,20,2
MEDIUM,Student,0,tier iii,Scheduled PSU,20,32,3,0,0,5,7,7,0,0,0,0,0,0,0,4,16,0,0,0,20,2
LOW,Business,-6,tier iii,Scheduled Private Bank,4,7,80,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,20,2
MEDIUM,Private Sector Service,10,tier iii,Scheduled Private Bank,29,48,80,6,8,2,1,0,0,0,0,0,0,0,0,1,28,0,0,0,20,2
MEDIUM,Private Sector Service,36,tier iii,Scheduled Private Bank,56,182,239,17,1,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,20,2
MEDIUM,Others,463,tier iii,Scheduled PSU,64,168,2176,3,19,13,17,10,0,0,0,0,0,0,10,20,34,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier i,Scheduled Private Bank,16,21,3,5,4,0,0,1,0,0,0,0,0,0,0,1,15,0,0,1,20,2
MEDIUM,Private Sector Service,-249,tier iii,Scheduled PSU,68,368,7232,7,20,20,11,10,0,0,0,0,0,0,41,26,0,1,0,1,30,1
MEDIUM,Student,235,tier iii,Scheduled PSU,87,1448,28960,12,14,13,12,1,0,0,0,0,0,0,86,1,0,0,0,0,20,2
LOW,Business,498,tier iii,Scheduled PSU,105,285,4320,15,16,16,18,15,0,0,0,0,0,0,29,37,39,0,0,0,20,2
MEDIUM,Private Sector Service,-35,tier ii,Scheduled PSU,94,192,2502,20,18,0,4,6,0,0,0,0,0,0,0,48,46,0,0,0,40,2
MEDIUM,Government Service,0,tier iii,Scheduled PSU,64,168,1737,9,4,0,3,0,0,0,0,0,0,0,25,5,34,0,0,0,20,2
MEDIUM,Housewife,34,tier iii,Scheduled PSU,12,24,295,1,9,1,0,0,0,0,0,0,0,0,0,7,5,0,0,0,20,2
LOW,Business,1083,tier ii,Scheduled Private Bank,16,293,5740,0,0,0,3,7,0,0,0,0,0,0,6,6,4,0,0,0,20,2
MEDIUM,Business,-8,tier iii,Scheduled PSU,92,322,1537,18,11,12,15,14,0,0,0,0,0,0,11,9,72,0,0,0,20,2
MEDIUM,Private Sector Service,1,tier iii,Scheduled Private Bank,4,7,4,1,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,30,2
MEDIUM,Private Sector Service,398,tier iii,Scheduled Private Bank,1,2,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,3
MEDIUM,Private Sector Service,217,tier ii,Scheduled PSU,33,60,760,6,11,6,4,3,0,0,0,0,0,0,0,15,18,0,0,0,30,2
MEDIUM,Private Sector Service,-2,tier ii,Scheduled PSU,52,136,241,8,3,0,0,3,0,0,0,0,0,0,0,9,43,0,0,0,20,2
MEDIUM,Student,-258,tier ii,Scheduled PSU,52,388,7012,26,7,0,3,4,0,0,0,0,0,0,0,44,8,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,6,54,27,0,0,0,0,6,0,0,0,0,0,0,0,5,1,0,0,1,20,2
MEDIUM,Government Service,-4,tier iii,Scheduled PSU,25,199,3305,0,0,1,13,3,0,0,0,0,0,0,15,10,0,0,0,0,20,2
LOW,Business,0,tier ii,Scheduled Private Bank,20,41,1,8,6,0,2,4,0,0,0,0,0,0,0,1,19,0,0,0,30,2
MEDIUM,Government Service,1,tier ii,Scheduled PSU,47,152,369,6,2,10,14,12,0,0,0,0,0,0,0,13,34,0,0,1,20,2
MEDIUM,Government Service,35,tier iii,Scheduled PSU,51,649,10256,0,15,19,6,11,0,0,0,0,0,0,18,7,26,0,0,1,20,2
LOW,Private Sector Service,33,tier iii,Scheduled Private Bank,3,8,24,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,1,30,4
LOW,Business,0,tier iii,scheduled payments bank,13,29,281,3,1,1,0,5,0,0,0,0,0,0,2,2,9,0,0,0,40,2
MEDIUM,Student,35,tier ii,scheduled payments bank,4,9,82,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,20,2
LOW,Private Sector Service,10,tier iii,Scheduled PSU,52,117,120,8,8,0,5,7,0,0,0,0,0,0,0,2,50,0,0,0,30,4
MEDIUM,Public Sector,-55,tier iii,Scheduled PSU,70,150,2005,9,17,11,21,7,0,0,0,0,0,0,3,11,34,22,0,0,30,2
MEDIUM,Private Sector Service,-106,tier ii,scheduled payments bank,109,336,2187,8,13,22,13,7,0,0,0,0,0,0,0,26,83,0,0,0,20,2
MEDIUM,Private Sector Service,-12,tier ii,Scheduled PSU,54,200,1189,0,12,19,14,7,0,0,0,0,0,0,0,53,1,0,0,1,20,2
MEDIUM,Private Sector Service,-29,tier iii,Scheduled Private Bank,16,27,240,0,0,6,9,1,0,0,0,0,0,0,5,1,10,0,0,1,30,3
MEDIUM,0,-39,tier iii,Scheduled PSU,63,146,2106,11,3,5,3,0,0,0,0,0,0,0,0,33,30,0,0,0,20,2
MEDIUM,Government Service,-1,tier iii,Scheduled PSU,30,197,3726,0,0,4,15,10,0,0,0,0,0,0,22,1,7,0,0,0,30,2
MEDIUM,Government Service,88,tier iii,Scheduled PSU,99,594,11840,22,17,18,18,12,0,0,0,0,0,0,0,99,0,0,0,1,20,2
LOW,Business,-5,tier iii,Scheduled PSU,58,689,13031,0,20,34,0,0,0,0,0,0,0,1,33,15,9,0,0,0,20,2
MEDIUM,Student,0,tier ii,Scheduled PSU,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20,2
MEDIUM,Private Sector Service,-550,tier iii,Scheduled PSU,72,372,6702,18,23,21,4,2,0,0,0,0,0,0,1,53,18,0,0,0,20,3
MEDIUM,Government Service,-2,tier iii,Scheduled Private Bank,91,398,6330,12,31,20,8,5,0,0,0,0,0,0,50,3,38,0,0,0,30,2
MEDIUM,Private Sector Service,-61,tier iii,Scheduled Private Bank,15,38,462,0,0,0,4,11,0,0,0,0,0,0,0,7,8,0,0,1,30,2
MEDIUM,Private Sector Service,-18,tier iii,Scheduled PSU,4,5,21,0,0,1,1,2,0,0,0,0,0,0,0,1,3,0,0,1,20,2
LOW,Private Sector Service,-5,tier iii,Scheduled Private Bank,21,85,184,3,3,0,6,7,0,0,0,0,0,0,0,15,6,0,0,1,20,4
MEDIUM,Private Sector Service,-232,tier ii,Scheduled Private Bank,14,77,1536,0,0,0,5,9,0,0,0,0,0,0,0,14,0,0,0,1,20,3
MEDIUM,0,-1377,tier iii,Scheduled PSU,46,219,3937,8,8,5,7,10,0,0,0,0,0,0,20,19,7,0,0,1,20,2
MEDIUM,Housewife,260,tier iii,Scheduled PSU,77,326,6357,21,1,6,23,14,0,0,0,0,0,0,47,26,4,0,0,0,30,1
MEDIUM,0,-8,tier ii,Scheduled PSU,26,56,564,1,0,1,7,1,0,0,0,0,0,0,0,7,19,0,0,0,20,3
MEDIUM,Government Service,0,tier iii,Scheduled PSU,42,229,3,3,4,11,13,5,0,0,0,0,0,0,0,3,39,0,0,0,40,3
MEDIUM,Student,0,tier iii,Scheduled PSU,11,137,275,0,0,0,1,10,0,0,0,0,0,0,0,9,2,0,0,1,20,2
MEDIUM,Student,105,tier iii,Scheduled PSU,16,29,280,2,2,1,2,2,0,0,0,0,0,0,3,2,11,0,0,0,20,2
MEDIUM,Business,-191,tier iii,Scheduled PSU,10,24,359,0,0,0,3,7,0,0,0,0,0,0,0,8,2,0,0,1,20,2
MEDIUM,0,-47,tier iii,Scheduled PSU,111,1494,29309,22,27,11,15,9,0,0,0,0,0,0,89,6,3,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Small Finance bank,48,164,2713,0,16,14,7,2,0,0,0,0,0,0,28,2,18,0,0,0,20,2
MEDIUM,Agriculturist,77,tier iii,Scheduled PSU,51,95,440,6,17,11,7,7,0,0,0,0,0,0,0,8,43,0,0,0,20,2
LOW,Business,-600,tier ii,Scheduled Private Bank,2,16,320,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,20,3
LOW,Professional,-579,tier ii,Scheduled PSU,32,193,3855,0,0,8,13,2,0,0,0,0,0,0,25,7,0,0,0,0,30,3
LOW,Business,-4,tier ii,Scheduled PSU,70,243,1969,0,0,21,22,13,0,0,0,0,0,0,7,28,35,0,0,0,20,2
LOW,Private Sector Service,162,tier iii,Scheduled Private Bank,8,16,240,0,0,2,1,5,0,0,0,0,0,0,0,5,3,0,0,1,20,4
LOW,Professional,-2,tier iii,Scheduled PSU,13,25,25,0,10,3,0,0,0,0,0,0,0,0,1,1,11,0,0,1,20,2
MEDIUM,Private Sector Service,-209,tier ii,Scheduled Private Bank,58,148,360,11,7,5,5,2,0,0,0,0,0,0,0,7,51,0,0,0,30,3
MEDIUM,Private Sector Service,43,tier iii,Scheduled PSU,17,57,824,0,3,10,4,0,0,0,0,0,0,0,0,9,8,0,0,0,20,2
MEDIUM,Government Service,42,tier iii,Scheduled PSU,154,519,8805,17,33,18,15,9,0,0,0,0,0,0,83,21,50,0,0,0,30,3
MEDIUM,Student,0,tier iii,Scheduled PSU,10,15,4,0,0,0,6,4,0,0,0,0,0,0,0,2,8,0,0,0,20,2
MEDIUM,Government Service,-125,tier ii,Scheduled PSU,53,147,2287,5,20,20,3,3,0,0,0,0,0,0,4,40,9,0,0,1,30,2
MEDIUM,Private Sector Service,29,tier iii,Scheduled Private Bank,39,245,4647,8,8,11,12,0,0,0,0,0,0,0,29,2,8,0,0,1,20,3
MEDIUM,Student,1,tier iii,Scheduled Private Bank,29,97,265,0,1,2,16,10,0,0,0,0,0,0,0,7,22,0,0,1,20,1
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,21,27,45,0,11,0,1,4,0,0,0,0,0,0,1,2,18,0,0,0,30,2
MEDIUM,Business,44,tier ii,Scheduled Private Bank,37,80,754,1,2,2,16,7,0,0,0,0,0,0,6,7,24,0,0,0,20,2
MEDIUM,Private Sector Service,4,tier ii,Scheduled Private Bank,107,243,64,17,19,17,9,7,0,0,0,0,0,0,0,3,104,0,0,0,30,3
MEDIUM,0,111,tier iii,Scheduled Private Bank,60,140,684,13,2,12,11,8,0,0,0,0,0,0,0,11,49,0,0,0,20,2
MEDIUM,Public Sector,-192,tier ii,Scheduled PSU,73,199,2763,12,6,29,10,7,0,0,0,0,0,0,1,28,44,0,0,0,20,2
MEDIUM,Student,-1,tier ii,Scheduled PSU,5,94,422,0,0,1,0,4,0,0,0,0,0,0,0,5,0,0,0,1,20,2
MEDIUM,Housewife,-1,tier i,Scheduled Private Bank,12,26,408,0,0,0,4,8,0,0,0,0,0,0,2,2,4,0,0,1,30,2
MEDIUM,Student,0,tier iii,Scheduled PSU,33,37,40,7,9,9,2,3,0,0,0,0,0,0,0,1,32,0,0,0,20,1
MEDIUM,Private Sector Service,25,tier ii,Scheduled PSU,31,63,43,10,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,20,2
MEDIUM,0,27,tier iii,Scheduled PSU,69,180,2956,4,18,13,10,2,0,0,0,0,0,0,43,7,19,0,0,0,30,2
MEDIUM,Private Sector Service,-29,tier iii,Scheduled PSU,44,79,943,7,7,4,6,3,0,0,0,0,0,0,0,31,13,0,0,0,20,2
MEDIUM,Private Sector Service,-7,tier iii,Scheduled PSU,50,96,459,5,8,12,10,3,0,0,0,0,0,0,8,2,40,0,0,0,30,2
MEDIUM,Student,0,tier iii,Scheduled PSU,6,10,121,0,1,0,2,1,0,0,0,0,0,0,3,1,2,0,0,0,20,2
MEDIUM,Professional,0,tier i,Scheduled Private Bank,29,47,75,4,2,4,1,3,0,0,0,0,0,0,0,2,27,0,0,0,20,3
MEDIUM,Private Sector Service,28,tier iii,Scheduled Private Bank,35,53,81,9,17,7,2,0,0,0,0,0,0,0,0,3,32,0,0,0,20,2
MEDIUM,0,209,tier iii,Scheduled Private Bank,66,838,16680,3,21,39,3,0,0,0,0,0,0,0,59,3,4,0,0,1,20,2
MEDIUM,Retired,-43,tier iii,Scheduled PSU,37,278,5126,0,0,0,27,10,0,0,0,0,0,0,12,24,1,0,0,1,20,2
MEDIUM,Private Sector Service,-3,tier ii,Scheduled PSU,20,52,40,0,8,7,3,2,0,0,0,0,0,0,0,1,19,0,0,1,40,2
MEDIUM,Private Sector Service,-65,tier iii,Foreign banks,25,70,1288,7,6,0,3,0,0,0,0,0,0,0,11,10,4,0,0,1,20,2
MEDIUM,Others,-44,tier iii,Scheduled PSU,22,92,1559,0,0,0,9,6,0,0,0,0,0,0,2,17,3,0,0,0,20,2
MEDIUM,Government Service,9,tier ii,Scheduled PSU,22,106,1911,0,0,0,14,8,0,0,0,0,0,0,19,3,0,0,0,1,20,2
MEDIUM,Government Service,-21,tier iii,Scheduled PSU,88,190,277,14,17,9,13,6,0,0,0,0,0,0,0,6,82,0,0,0,30,3
MEDIUM,Student,34,tier iii,Scheduled PSU,12,58,1115,0,1,8,3,0,0,0,0,0,0,0,10,2,0,0,0,1,20,2
MEDIUM,Private Sector Service,-218,tier iii,Scheduled PSU,77,252,4398,16,19,16,16,1,0,0,0,0,0,0,5,58,14,0,0,0,20,2
LOW,Business,-1423,tier iii,Scheduled PSU,75,699,13860,0,11,30,20,14,0,0,0,0,0,0,33,38,4,0,0,1,30,2
MEDIUM,Government Service,-568,tier iii,Scheduled PSU,18,40,740,2,8,0,0,0,0,0,0,0,0,0,9,6,3,0,0,1,20,3
MEDIUM,Agriculturist,0,tier iii,Scheduled PSU,6,19,288,0,0,4,0,2,0,0,0,0,0,0,4,2,0,0,0,1,20,1
MEDIUM,Housewife,-369,tier ii,Scheduled Private Bank,54,112,1700,10,12,11,4,3,0,0,0,0,0,0,6,22,21,0,0,0,20,2
LOW,Business,-2,tier iii,Scheduled PSU,28,63,420,3,10,10,0,5,0,0,0,0,0,0,10,2,16,0,0,1,20,2
MEDIUM,Public Sector,0,tier ii,Scheduled PSU,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,30,2
MEDIUM,Private Sector Service,421,tier iii,Scheduled PSU,51,241,3082,8,18,7,5,7,0,0,0,0,0,0,0,26,25,0,0,0,20,2
HIGH,Government Service,-563,tier iii,Scheduled PSU,101,1953,38935,4,3,26,30,16,0,0,0,0,0,0,63,34,4,0,0,1,20,2
MEDIUM,Government Service,-211,tier iii,Scheduled Private Bank,93,954,18509,17,21,17,21,7,0,0,0,0,0,1,69,10,13,0,0,0,20,2
MEDIUM,Private Sector Service,20,tier ii,Scheduled PSU,7,11,80,0,2,1,1,3,0,0,0,0,0,0,0,2,5,0,0,1,20,2
MEDIUM,Government Service,-171,tier iii,Scheduled PSU,24,106,2113,0,0,9,12,3,0,0,0,0,0,0,11,13,0,0,0,1,20,2
MEDIUM,Private Sector Service,-1,tier ii,Scheduled PSU,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,20,2
LOW,Professional,65,tier i,Scheduled Private Bank,67,252,4856,13,15,8,8,3,0,0,0,0,0,0,54,5,8,0,0,0,30,3
MEDIUM,Private Sector Service,9,tier iii,Scheduled PSU,45,226,4381,6,8,11,15,3,0,0,0,0,0,0,40,1,4,0,0,1,20,2
MEDIUM,Private Sector Service,-686,tier iii,Scheduled Private Bank,129,2957,59140,28,21,12,19,7,0,0,0,0,0,0,112,5,0,0,0,0,30,2
HIGH,0,-1,tier ii,Scheduled PSU,20,90,905,0,0,7,10,3,0,0,0,0,0,0,1,6,13,0,0,1,20,2
LOW,Business,0,tier iii,Scheduled PSU,37,169,1,1,9,12,11,4,0,0,0,0,0,0,0,3,34,0,0,0,20,2
MEDIUM,Private Sector Service,-1256,tier iii,Scheduled Private Bank,154,1377,27516,3,49,41,27,11,0,0,0,0,0,8,101,23,0,0,0,1,20,2
MEDIUM,Private Sector Service,-5,tier ii,Scheduled PSU,117,427,319,21,18,16,16,4,0,0,0,0,0,0,0,7,110,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,9,24,2,0,0,0,2,4,0,0,0,0,0,0,0,3,6,0,0,1,20,2
LOW,Business,0,tier iii,Scheduled PSU,11,16,121,0,5,6,0,0,0,0,0,0,0,0,3,2,6,0,0,1,20,2
MEDIUM,Private Sector Service,2,tier iii,Scheduled Private Bank,12,130,2306,0,0,7,3,2,0,0,0,0,0,0,9,3,0,0,0,1,20,2
MEDIUM,Retired,3,tier iii,Scheduled PSU,83,251,277,26,14,4,0,0,0,0,0,0,0,0,0,18,65,0,0,0,40,2
LOW,Business,-1,tier ii,Scheduled PSU,28,161,3155,13,6,0,8,1,0,0,0,0,0,0,27,1,0,0,0,1,20,2
MEDIUM,Private Sector Service,1,tier ii,Scheduled PSU,5,14,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,1,20,2
MEDIUM,Student,18,tier ii,scheduled payments bank,33,139,2771,6,2,5,1,8,0,0,0,0,0,0,27,5,0,1,0,0,20,2
MEDIUM,Private Sector Service,16,tier ii,Scheduled Private Bank,66,139,40,11,7,8,13,7,0,0,0,0,0,0,0,1,65,0,0,0,20,2
LOW,Professional,-27,tier iii,Scheduled PSU,326,4651,89491,54,41,59,28,22,0,0,0,0,0,69,189,53,13,2,0,0,30,3
LOW,Business,-8,tier iii,Scheduled Private Bank,15,74,421,0,0,1,8,4,0,0,0,0,0,0,1,14,0,0,0,1,20,2
MEDIUM,0,0,tier i,Scheduled Private Bank,59,274,5349,11,14,6,9,0,0,0,0,0,0,0,54,1,4,0,0,0,20,2
MEDIUM,Student,-4,tier iii,Scheduled Private Bank,26,158,403,2,0,2,12,10,0,0,0,0,0,0,0,18,8,0,0,1,20,2
MEDIUM,Private Sector Service,12,tier iii,Scheduled PSU,41,61,523,2,6,10,21,2,0,0,0,0,0,0,15,3,23,0,0,1,20,2
MEDIUM,0,-111,tier iii,Scheduled PSU,59,196,3720,5,7,2,8,6,0,0,0,0,0,0,29,22,8,0,0,0,20,2
MEDIUM,Private Sector Service,17,tier iii,Scheduled PSU,46,139,118,7,13,11,6,9,0,0,0,0,0,0,0,4,42,0,0,1,20,2
MEDIUM,0,-1,tier iii,Scheduled Private Bank,111,686,13712,16,33,20,16,1,0,0,0,0,0,0,106,5,0,0,0,0,20,2
HIGH,Retired,-4,tier ii,Scheduled PSU,95,237,1922,16,15,19,23,14,0,0,0,0,0,0,3,24,68,0,0,0,40,2
LOW,Business,-29,tier iii,Scheduled PSU,16,175,1488,2,1,0,13,0,0,0,0,0,0,0,0,16,0,0,0,1,20,2
MEDIUM,Private Sector Service,-9,tier iii,Scheduled Private Bank,3,31,128,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,20,3
MEDIUM,Housewife,10,tier iii,Scheduled Private Bank,50,309,4496,4,0,0,12,15,0,0,0,0,0,0,23,4,23,0,0,1,30,2
LOW,Business,43,tier ii,Scheduled Private Bank,13,27,390,7,0,0,5,0,0,0,0,0,0,0,8,3,2,0,0,0,20,2
MEDIUM,Housewife,-14,tier iii,Scheduled Private Bank,12,27,167,0,0,0,0,4,0,0,0,0,0,0,0,5,7,0,0,0,30,2
LOW,Business,-241,tier iii,Scheduled PSU,67,283,5120,12,18,16,5,0,0,0,0,0,0,0,46,14,7,0,0,0,20,2
LOW,Business,-15,tier iii,scheduled payments bank,65,160,2540,19,3,0,3,3,0,0,0,0,0,0,36,2,27,0,0,0,20,2
MEDIUM,Housewife,155,tier ii,Scheduled PSU,130,317,3723,27,29,24,15,12,0,0,0,0,0,0,23,30,77,0,0,0,20,2
LOW,Business,13,tier iii,Scheduled PSU,84,314,540,21,16,5,3,9,0,0,0,0,0,0,0,11,73,0,0,0,20,2
LOW,Business,-8,tier ii,Scheduled PSU,14,26,361,4,5,2,2,0,0,0,0,0,0,0,7,4,3,0,0,0,20,2
MEDIUM,Housewife,0,tier ii,Scheduled PSU,31,137,1833,1,3,15,9,3,0,0,0,0,0,0,15,12,4,0,0,1,20,2
LOW,Private Sector Service,-15,tier iii,Scheduled Private Bank,33,758,15117,0,0,16,12,5,0,0,0,0,0,0,32,1,0,0,0,1,20,4
MEDIUM,0,-75,tier iii,Scheduled PSU,13,40,739,0,0,1,4,8,0,0,0,0,0,0,8,4,1,0,0,1,20,2
LOW,Business,13,tier ii,Scheduled PSU,148,639,5366,25,16,17,16,9,0,0,0,0,0,0,48,10,90,0,0,0,40,2
MEDIUM,Private Sector Service,-9,tier iii,Scheduled PSU,58,83,80,12,13,10,0,0,0,0,0,0,0,0,0,2,56,0,0,0,30,2
MEDIUM,0,2,tier iii,Scheduled PSU,24,42,372,0,1,9,8,6,0,0,0,0,0,0,6,4,14,0,0,0,20,2
MEDIUM,Government Service,-266,tier ii,Scheduled Private Bank,284,2874,53309,42,62,53,30,4,0,0,0,0,0,0,142,80,59,0,0,0,20,2
HIGH,Agriculturist,-13,tier ii,Scheduled PSU,10,14,10,0,0,0,4,6,0,0,0,0,0,0,0,1,9,0,0,1,20,3
